meio,cidade,uf,veiculos_mapeados,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
Jornal,CAMPO LARGO,PR,5,4.48,9.1,76.21,12.16,6.09,1.47,4.25,0.45,9.6,6.89,749.21,111827.0,6839.0,0.528,0.664,0.854,0.73,0.745
Jornal,LARANJEIRAS DO SUL,PR,5,8.47,10.02,75.11,12.6,7.78,4.6,14.43,0.54,15.97,10.92,659.33,30561.0,2394.0,0.43,0.594,0.835,0.709,0.706
Jornal,SÃO JOSÉ DOS PINHAIS,PR,5,3.4,10.37,76.53,10.63,4.61,0.66,2.56,0.45,9.5,6.77,846.93,263194.0,12193.0,0.617,0.678,0.859,0.749,0.758
Jornal,BIGUAÇU,SC,5,4.61,7.21,75.17,13.3,5.63,0.5,2.64,0.39,6.93,5.28,764.37,58014.0,3275.0,0.58,0.659,0.836,0.733,0.739
Jornal,IMBITUBA,SC,5,5.88,10.38,77.09,10.8,8.55,0.88,5.08,0.45,9.5,6.64,768.81,39714.0,3433.0,0.592,0.703,0.868,0.734,0.765
Jornal,NAVEGANTES,SC,5,4.2,7.59,77.37,10.5,5.68,1.47,5.19,0.41,7.85,5.93,756.39,60411.0,3437.0,0.529,0.624,0.873,0.731,0.736
Jornal,PALMITOS,SC,5,6.89,7.6,75.13,13.4,10.22,1.59,4.37,0.46,10.54,7.43,887.5,15987.0,1637.0,0.435,0.632,0.836,0.757,0.737
Jornal,XANXERÊ,SC,5,5.62,12.88,76.67,11.3,7.0,1.77,5.55,0.48,11.56,8.03,906.11,43612.0,3090.0,0.593,0.711,0.861,0.76,0.775
Jornal,ARROIO GRANDE,RS,5,8.15,6.82,73.43,15.0,10.47,4.53,14.55,0.5,12.75,9.05,528.13,18364.0,1934.0,0.409,0.522,0.807,0.673,0.657
Jornal,BAGÉ,RS,5,4.93,11.81,75.86,11.57,10.2,3.14,8.96,0.56,17.61,11.59,795.56,116108.0,11912.0,0.585,0.647,0.848,0.739,0.74
Jornal,CARAZINHO,RS,5,4.1,11.15,75.42,12.2,9.74,1.56,5.82,0.51,13.64,9.22,881.73,58825.0,5778.0,0.621,0.707,0.84,0.756,0.766
Jornal,FREDERICO WESTPHALEN,RS,5,4.78,16.48,75.76,12.5,8.45,1.64,4.98,0.47,10.74,7.72,875.03,28568.0,2437.0,0.55,0.688,0.846,0.754,0.76
Jornal,GRAVATAÍ,RS,5,3.2,5.64,76.74,11.3,6.61,1.54,5.39,0.44,9.18,6.64,737.29,254991.0,16891.0,0.611,0.636,0.862,0.727,0.736
Jornal,MONTENEGRO,RS,5,3.75,9.74,76.94,11.0,8.32,0.82,4.87,0.5,12.53,8.66,914.23,58537.0,4943.0,0.575,0.654,0.866,0.761,0.755
Jornal,RIO GRANDE,RS,5,4.62,11.22,76.66,10.6,9.27,1.57,6.99,0.51,14.07,9.78,859.2,195482.0,18285.0,0.584,0.637,0.861,0.752,0.744
Jornal,ROSÁRIO DO SUL,RS,5,7.63,8.16,75.47,12.1,11.54,3.81,12.68,0.51,14.09,9.85,643.97,39469.0,4581.0,0.483,0.576,0.841,0.705,0.699
Jornal,SÃO GABRIEL,RS,5,8.0,8.33,74.31,13.7,10.39,4.26,12.24,0.54,16.28,10.94,667.06,59422.0,6276.0,0.475,0.585,0.822,0.711,0.699
Jornal,SAPIRANGA,RS,5,3.91,4.36,74.93,12.8,5.78,0.91,3.73,0.41,7.8,5.67,713.99,74784.0,4336.0,0.46,0.598,0.832,0.722,0.711
Jornal,URUGUAIANA,RS,5,4.07,10.75,76.8,11.75,7.27,3.49,12.23,0.57,18.58,12.05,714.26,124283.0,9120.0,0.606,0.661,0.863,0.722,0.744
Jornal,ALTA FLORESTA,MT,5,8.88,8.03,73.99,17.0,5.45,1.86,5.77,0.48,11.32,8.02,660.84,48593.0,2678.0,0.496,0.629,0.817,0.709,0.714
Jornal,CALDAS NOVAS,GO,5,5.57,9.87,74.89,14.9,6.07,1.03,4.62,0.49,11.96,8.28,794.78,69852.0,4278.0,0.573,0.64,0.832,0.739,0.733
Jornal,GOIANÉSIA,GO,5,10.0,8.17,75.39,12.6,6.67,1.09,4.61,0.47,10.45,7.27,701.38,59125.0,3969.0,0.472,0.636,0.84,0.719,0.727
Jornal,ITUMBIARA,GO,5,7.85,10.32,75.3,13.46,7.97,0.81,3.73,0.49,11.71,8.0,821.43,92229.0,7401.0,0.556,0.682,0.838,0.744,0.752
Jornal,SENADOR CANEDO,GO,5,6.54,4.47,74.59,13.7,3.81,1.59,7.63,0.43,8.56,6.25,537.58,84279.0,3221.0,0.538,0.617,0.827,0.676,0.701
Jornal,BOA VISTA,RR,4,5.83,12.99,73.95,15.39,3.29,5.03,13.61,0.58,20.58,14.13,786.55,281538.0,9351.0,0.687,0.708,0.816,0.737,0.752
Jornal,PARAUAPEBAS,PA,4,8.11,5.73,73.55,17.4,2.09,4.42,13.17,0.53,15.49,10.57,627.61,153443.0,3216.0,0.603,0.644,0.809,0.701,0.715
Jornal,SANTARÉM,PA,4,7.4,7.23,73.44,17.91,5.38,14.85,31.07,0.58,20.6,14.17,409.07,293064.0,15859.0,0.569,0.648,0.807,0.632,0.691
Jornal,TERESINA,PI,4,9.1,14.06,74.22,16.13,5.66,4.44,14.6,0.61,23.96,15.51,757.57,806168.0,46113.0,0.642,0.707,0.82,0.731,0.751
Jornal,MOSSORÓ,RN,4,13.8,9.89,73.64,17.91,6.33,3.72,12.81,0.52,14.63,9.93,600.28,258460.0,16437.0,0.565,0.663,0.811,0.694,0.72
Jornal,FEIRA DE SANTANA,BA,4,9.08,7.27,74.2,15.64,5.91,5.38,15.8,0.6,21.13,13.52,662.24,552741.0,32896.0,0.576,0.619,0.82,0.71,0.712
Jornal,ITABUNA,BA,4,10.38,9.13,73.42,18.1,7.7,6.12,17.09,0.56,18.0,12.14,605.12,203181.0,15754.0,0.576,0.643,0.807,0.695,0.712
Jornal,JEQUIÉ,BA,4,15.88,6.97,72.42,21.76,8.31,7.88,22.48,0.55,17.13,11.37,473.92,150577.0,12626.0,0.49,0.568,0.79,0.656,0.665
Jornal,TEIXEIRA DE FREITAS,BA,4,14.65,6.69,73.0,21.21,6.04,5.39,15.92,0.53,15.33,10.39,560.73,136656.0,8354.0,0.503,0.588,0.8,0.683,0.685
Jornal,VALENÇA,BA,4,19.2,4.31,71.65,22.6,6.34,12.48,30.24,0.54,16.37,11.1,376.23,88140.0,5624.0,0.423,0.502,0.778,0.619,0.623
Jornal,FRUTAL,MG,4,6.53,9.06,76.92,12.5,8.4,2.19,5.28,0.47,10.79,7.49,752.01,53170.0,4492.0,0.487,0.615,0.865,0.73,0.73
Jornal,MONTES CLAROS,MG,4,6.25,13.28,77.07,13.04,6.07,2.71,11.99,0.53,15.37,10.48,650.62,359278.0,21972.0,0.646,0.744,0.868,0.707,0.77
Jornal,OURO PRETO,MG,4,4.95,11.82,75.03,15.3,7.56,2.64,9.05,0.5,13.11,9.06,710.55,69836.0,5314.0,0.584,0.677,0.834,0.721,0.741
Jornal,VARGINHA,MG,4,4.65,15.54,77.49,12.21,7.17,0.39,3.83,0.51,13.34,9.04,904.57,122584.0,8827.0,0.629,0.707,0.875,0.76,0.778
Jornal,CACHOEIRO DE ITAPEMIRIM,ES,4,5.71,9.86,75.2,13.8,7.52,1.42,6.64,0.52,13.88,9.26,763.71,188790.0,14277.0,0.561,0.677,0.837,0.733,0.746
Jornal,COLATINA,ES,4,7.71,10.01,75.45,13.5,8.05,1.12,5.75,0.51,13.24,8.88,788.29,110795.0,8996.0,0.528,0.668,0.841,0.738,0.746
Jornal,CASIMIRO DE ABREU,RJ,4,6.98,9.32,73.64,16.0,7.21,1.18,5.75,0.48,11.38,8.23,768.45,35180.0,2550.0,0.568,0.642,0.811,0.734,0.726
Jornal,ITAGUAÍ,RJ,4,5.44,5.54,73.84,15.7,6.08,2.85,8.95,0.47,11.02,7.83,635.5,108802.0,6630.0,0.575,0.638,0.814,0.703,0.715
Jornal,MACAÉ,RJ,4,4.22,12.75,74.66,13.6,4.91,1.38,4.63,0.56,17.46,11.79,1103.42,206005.0,10153.0,0.678,0.681,0.828,0.792,0.764
Jornal,MIGUEL PEREIRA,RJ,4,6.8,10.49,74.68,14.5,11.79,2.26,7.89,0.55,16.32,10.83,801.63,24530.0,2905.0,0.561,0.675,0.828,0.74,0.745
Jornal,NOVA IGUAÇU,RJ,4,4.63,6.5,74.08,15.35,6.96,3.38,10.56,0.48,11.36,8.12,591.0,795259.0,55432.0,0.604,0.641,0.818,0.691,0.713
Jornal,PARAÍBA DO SUL,RJ,4,6.06,6.77,73.7,15.9,9.42,2.35,10.9,0.5,12.53,8.74,613.56,40927.0,3870.0,0.527,0.61,0.812,0.697,0.702
Jornal,RIO DAS OSTRAS,RJ,4,3.73,13.47,76.26,10.96,5.59,1.45,5.26,0.53,14.72,10.4,1051.19,104951.0,5908.0,0.665,0.689,0.854,0.784,0.773
Jornal,SÃO JOÃO DE MERITI,RJ,4,3.38,5.25,74.87,14.56,7.47,2.01,7.91,0.43,9.01,6.71,597.57,458238.0,34261.0,0.614,0.646,0.831,0.693,0.719
Jornal,SAQUAREMA,RJ,4,6.27,8.0,73.26,16.6,8.73,2.54,8.5,0.52,13.97,9.63,681.62,73920.0,6482.0,0.566,0.621,0.804,0.714,0.709
Jornal,ADAMANTINA,SP,4,6.14,16.49,76.13,12.0,12.61,0.5,2.57,0.51,12.85,8.55,975.43,33490.0,4263.0,0.608,0.75,0.852,0.772,0.79
Jornal,AGUAÍ,SP,4,7.73,7.65,76.49,12.5,7.81,1.03,6.89,0.47,10.79,7.3,636.07,32089.0,2512.0,0.467,0.606,0.858,0.703,0.715
Jornal,ATIBAIA,SP,4,4.92,14.24,76.03,12.77,8.89,0.95,4.52,0.53,14.84,10.04,1063.52,125501.0,11260.0,0.58,0.67,0.851,0.786,0.765
Jornal,AVARÉ,SP,4,4.81,14.15,76.97,10.49,8.81,1.08,3.83,0.47,10.87,7.7,854.42,80833.0,7310.0,0.582,0.695,0.866,0.751,0.767
Jornal,BEBEDOURO,SP,4,4.82,13.25,76.16,12.0,9.47,0.59,3.7,0.51,12.77,8.5,881.64,74728.0,7104.0,0.594,0.735,0.853,0.756,0.78
Jornal,CÂNDIDO MOTA,SP,4,6.94,7.34,75.71,13.7,9.9,0.74,5.38,0.41,7.96,5.96,627.55,29731.0,2960.0,0.532,0.704,0.845,0.701,0.747
Jornal,CAPIVARI,SP,4,5.0,10.24,75.89,12.4,7.39,0.44,2.91,0.46,10.35,6.99,820.46,47858.0,3592.0,0.547,0.669,0.848,0.744,0.75
Jornal,DIADEMA,SP,4,4.36,7.12,75.65,13.94,4.78,1.44,5.51,0.43,8.67,6.43,694.55,385473.0,18472.0,0.627,0.716,0.844,0.717,0.757
Jornal,ITU,SP,4,4.42,14.37,76.23,12.9,7.09,0.49,2.84,0.52,14.37,9.46,1038.14,153310.0,10925.0,0.621,0.692,0.854,0.782,0.773
Jornal,ITUVERAVA,SP,4,6.57,13.52,75.47,12.9,9.75,0.42,3.1,0.52,13.49,8.92,950.39,38583.0,3774.0,0.573,0.694,0.841,0.768,0.765
Jornal,JABOTICABAL,SP,4,4.91,16.8,76.08,13.1,9.6,1.03,3.8,0.52,14.26,9.78,1015.51,70863.0,6878.0,0.597,0.71,0.851,0.778,0.778
Jornal,MAUÁ,SP,4,3.95,7.21,76.13,13.06,5.23,1.41,5.28,0.44,8.97,6.58,709.25,415015.0,21802.0,0.641,0.733,0.852,0.721,0.766
Jornal,PRESIDENTE PRUDENTE,SP,4,3.92,19.01,76.49,12.1,9.43,0.85,3.28,0.54,15.18,9.98,1080.22,205558.0,19579.0,0.674,0.774,0.858,0.788,0.806
Jornal,REGISTRO,SP,4,5.58,13.31,76.08,13.1,8.41,1.74,10.24,0.52,14.41,10.03,699.41,54129.0,4566.0,0.572,0.702,0.851,0.718,0.754
Jornal,RIBEIRÃO PIRES,SP,4,3.47,10.74,75.81,12.01,6.95,0.99,3.39,0.44,9.31,6.85,847.11,112775.0,7855.0,0.684,0.76,0.847,0.749,0.784
Jornal,SALTO,SP,4,3.96,10.9,75.19,13.3,7.27,0.43,3.3,0.45,9.47,6.73,876.67,105198.0,7666.0,0.632,0.751,0.837,0.755,0.78
Jornal,SÃO JOÃO DA BOA VISTA,SP,4,3.84,16.97,77.23,9.45,10.43,0.32,1.84,0.51,13.1,8.73,998.31,83244.0,8720.0,0.624,0.749,0.871,0.776,0.797
Jornal,SÃO VICENTE,SP,4,4.22,9.77,76.39,12.79,7.5,1.48,5.93,0.47,10.89,7.77,789.32,330341.0,24941.0,0.65,0.716,0.857,0.738,0.768
Jornal,TATUÍ,SP,4,4.25,10.18,75.52,14.52,8.03,1.18,4.86,0.47,10.44,7.36,771.05,106912.0,8617.0,0.57,0.688,0.842,0.734,0.752
Jornal,VALINHOS,SP,4,3.13,21.25,76.01,12.64,8.14,0.15,1.17,0.54,15.7,10.61,1570.91,106411.0,8691.0,0.673,0.763,0.85,0.848,0.819
Jornal,CIANORTE,PR,4,5.58,11.03,75.45,12.1,7.95,0.58,2.13,0.41,7.86,5.74,837.13,69698.0,5561.0,0.549,0.685,0.841,0.747,0.755
Jornal,FRANCISCO BELTRÃO,PR,4,5.68,12.25,75.65,11.7,6.87,1.2,4.38,0.47,10.65,7.53,895.36,77938.0,5426.0,0.609,0.726,0.844,0.758,0.774
Jornal,GUARAPUAVA,PR,4,6.0,11.31,76.2,10.04,6.23,2.24,8.92,0.55,16.31,10.68,750.09,165849.0,10427.0,0.519,0.628,0.853,0.73,0.731
Jornal,PATO BRANCO,PR,4,4.33,15.92,75.72,11.8,6.42,1.57,3.71,0.51,12.87,9.04,1013.22,71860.0,4647.0,0.627,0.728,0.845,0.778,0.782
Jornal,PINHAIS,PR,4,3.35,9.52,75.15,14.66,5.1,0.65,3.0,0.48,11.31,7.71,911.51,116153.0,5964.0,0.604,0.666,0.836,0.761,0.751
Jornal,RIO BRANCO DO SUL,PR,4,10.47,4.88,75.84,11.6,5.25,3.8,10.66,0.47,10.79,7.55,548.8,30647.0,1608.0,0.414,0.545,0.847,0.679,0.679
Jornal,CAÇADOR,SC,4,5.93,9.82,77.65,10.2,6.32,1.6,6.93,0.48,11.64,8.04,744.28,70361.0,4473.0,0.516,0.62,0.878,0.728,0.735
Jornal,CAPIVARI DE BAIXO,SC,4,4.22,7.95,77.19,10.7,6.59,0.79,2.58,0.36,6.0,4.67,723.04,21618.0,1429.0,0.615,0.716,0.87,0.724,0.767
Jornal,IÇARA,SC,4,4.2,6.18,76.67,11.4,5.84,1.23,2.9,0.4,7.52,5.44,759.54,58666.0,3437.0,0.511,0.645,0.861,0.732,0.741
Jornal,PORTO UNIÃO,SC,4,3.44,15.47,78.43,9.2,8.54,1.05,6.26,0.53,15.01,9.97,864.41,33342.0,2859.0,0.593,0.724,0.891,0.752,0.786
Jornal,SÃO FRANCISCO DO SUL,SC,4,3.64,9.56,76.35,11.8,7.73,0.75,5.63,0.45,9.96,7.32,801.49,42245.0,3287.0,0.634,0.699,0.856,0.74,0.762
Jornal,ALEGRETE,RS,4,5.92,10.93,75.93,11.5,10.68,2.74,9.47,0.52,14.35,9.82,705.29,76994.0,8291.0,0.567,0.664,0.849,0.72,0.74
Jornal,CAÇAPAVA DO SUL,RS,4,8.24,8.56,76.27,11.1,12.07,3.42,10.41,0.48,11.57,8.32,618.98,33339.0,4067.0,0.456,0.585,0.855,0.699,0.704
Jornal,CANELA,RS,4,4.2,8.83,75.92,12.3,6.75,1.34,5.48,0.48,11.22,7.77,787.78,38874.0,2648.0,0.562,0.667,0.849,0.738,0.748
Jornal,CAPÃO DA CANOA,RS,4,3.74,10.06,76.11,12.1,6.79,1.49,6.25,0.51,13.39,8.94,884.47,41830.0,2855.0,0.585,0.637,0.852,0.756,0.743
Jornal,ENCANTADO,RS,4,3.25,7.25,76.5,11.6,10.84,0.49,2.21,0.42,8.43,6.05,931.47,20415.0,2223.0,0.542,0.687,0.858,0.764,0.767
Jornal,ESTÂNCIA VELHA,RS,4,2.62,5.93,78.23,9.5,5.81,0.7,2.21,0.42,8.33,5.98,848.45,42455.0,2473.0,0.543,0.652,0.887,0.749,0.757
Jornal,HORIZONTINA,RS,4,2.89,11.72,76.47,10.9,9.95,0.58,2.47,0.49,11.96,8.19,1037.04,18290.0,1825.0,0.587,0.716,0.858,0.782,0.783
Jornal,IBIRUBÁ,RS,4,3.44,11.07,75.88,11.6,11.1,1.04,3.09,0.49,11.74,8.28,1062.3,19187.0,2144.0,0.511,0.671,0.848,0.786,0.765
Jornal,NOVA PETRÓPOLIS,RS,4,2.02,9.81,78.38,9.3,11.01,0.13,1.27,0.44,9.01,6.31,994.67,18852.0,2097.0,0.522,0.688,0.89,0.775,0.78
Jornal,OSÓRIO,RS,4,4.19,11.78,76.18,12.0,8.73,1.14,5.67,0.53,14.32,9.65,957.94,40807.0,3571.0,0.567,0.646,0.853,0.769,0.751
Jornal,PANAMBI,RS,4,2.96,9.77,75.9,13.47,7.72,1.08,3.2,0.44,9.27,6.54,864.44,37837.0,2939.0,0.574,0.691,0.848,0.752,0.761
Jornal,RESTINGA SECA,RS,4,7.11,6.23,74.7,13.2,12.12,3.65,8.94,0.52,14.4,9.57,660.14,15743.0,1921.0,0.419,0.542,0.828,0.709,0.683
Jornal,SANTA MARIA,RS,4,3.18,18.85,75.89,11.6,9.5,1.19,5.47,0.55,16.91,11.56,1127.25,258667.0,24798.0,0.683,0.715,0.848,0.795,0.784
Jornal,SANTO ÂNGELO,RS,4,4.23,14.16,76.78,10.87,9.66,1.79,5.66,0.54,15.9,10.57,936.27,75626.0,7367.0,0.58,0.696,0.863,0.765,0.772
Jornal,SÃO PEDRO DO SUL,RS,4,5.85,7.3,74.45,13.5,13.45,5.11,12.07,0.48,12.25,8.76,614.89,16314.0,2201.0,0.447,0.619,0.824,0.698,0.709
Jornal,SÃO SEPÉ,RS,4,7.59,8.09,77.23,10.0,11.83,4.18,10.78,0.51,13.14,9.36,656.77,23625.0,2816.0,0.43,0.576,0.871,0.708,0.708
Jornal,TRAMANDAÍ,RS,4,4.08,7.98,75.51,12.1,8.98,2.47,9.55,0.5,12.82,9.02,737.84,41406.0,3734.0,0.534,0.606,0.842,0.727,0.719
Jornal,TRÊS PASSOS,RS,4,5.32,7.71,76.47,10.9,11.71,2.38,6.24,0.45,10.07,6.99,823.33,23429.0,2807.0,0.555,0.71,0.858,0.745,0.768
Jornal,TRIUNFO,RS,4,6.51,6.47,77.35,9.8,8.5,1.41,4.8,0.44,9.37,6.98,695.08,25715.0,2193.0,0.494,0.629,0.873,0.717,0.733
Jornal,CORUMBÁ,MS,4,6.35,10.27,75.06,17.75,6.21,4.34,16.11,0.55,17.44,11.84,627.1,102596.0,6443.0,0.546,0.586,0.834,0.701,0.7
Jornal,DOURADOS,MS,4,5.56,14.46,75.59,17.0,6.03,1.57,5.96,0.52,14.33,9.77,866.4,194084.0,11821.0,0.587,0.657,0.843,0.753,0.747
Jornal,NOVA ANDRADINA,MS,4,8.52,10.51,75.97,16.1,6.33,2.54,8.27,0.48,11.81,8.25,688.15,44985.0,2887.0,0.496,0.616,0.85,0.716,0.721
Jornal,BARRA DO GARÇAS,MT,4,7.24,13.71,74.01,17.0,6.35,4.09,10.88,0.55,16.77,11.19,789.99,56419.0,3593.0,0.604,0.693,0.817,0.738,0.748
Jornal,RONDONÓPOLIS,MT,4,7.2,13.08,74.37,16.4,5.37,1.35,5.44,0.52,13.88,9.42,843.62,193435.0,10498.0,0.598,0.698,0.823,0.749,0.755
Jornal,TANGARÁ DA SERRA,MT,4,8.12,10.12,74.47,16.2,4.94,2.25,6.52,0.55,16.22,10.69,846.59,82699.0,4118.0,0.522,0.626,0.825,0.749,0.729
Jornal,FORMOSA,GO,4,8.61,12.07,76.14,10.26,5.16,4.1,12.16,0.56,17.68,12.04,732.24,98932.0,5165.0,0.561,0.666,0.852,0.726,0.744
Jornal,ARIQUEMES,RO,3,7.9,8.13,73.36,19.2,4.36,4.36,11.54,0.53,15.54,10.22,689.95,89766.0,3943.0,0.514,0.6,0.806,0.716,0.702
Jornal,CACOAL,RO,3,8.29,8.71,74.27,14.3,5.57,5.97,13.08,0.57,18.77,12.04,738.06,78141.0,4378.0,0.488,0.62,0.821,0.727,0.718
Jornal,ROLIM DE MOURA,RO,3,9.04,8.47,73.46,16.9,5.56,3.96,10.77,0.53,15.02,10.14,657.65,50379.0,2818.0,0.474,0.598,0.808,0.709,0.7
Jornal,MARABÁ,PA,3,11.36,5.4,72.09,21.44,3.67,10.34,23.53,0.58,21.0,14.02,527.86,232030.0,8570.0,0.508,0.564,0.785,0.673,0.668
Jornal,MACAPÁ,AP,3,6.17,14.1,74.19,14.04,3.48,5.89,18.15,0.59,21.95,14.95,717.88,395465.0,13853.0,0.679,0.663,0.82,0.723,0.733
Jornal,GURUPI,TO,3,6.39,13.64,75.6,12.7,5.48,1.74,7.14,0.54,15.47,10.31,778.9,76292.0,4206.0,0.655,0.706,0.843,0.736,0.759
Jornal,JUAZEIRO DO NORTE,CE,3,16.2,7.44,73.58,18.12,7.54,6.73,23.43,0.54,15.85,10.92,439.53,248222.0,18856.0,0.528,0.642,0.81,0.644,0.694
Jornal,GARANHUNS,PE,3,17.57,9.47,72.69,19.5,7.51,12.07,26.72,0.59,21.23,14.43,492.44,128786.0,9716.0,0.466,0.556,0.795,0.662,0.664
Jornal,BARREIRAS,BA,3,10.33,8.23,73.43,18.1,4.29,5.52,16.27,0.56,18.07,11.94,602.82,136670.0,5895.0,0.596,0.668,0.807,0.695,0.721
Jornal,GUANAMBI,BA,3,15.42,6.07,72.33,20.8,7.73,7.16,18.63,0.55,16.4,10.78,496.05,78399.0,6093.0,0.455,0.584,0.789,0.663,0.673
Jornal,IRECÊ,BA,3,13.4,6.05,71.53,23.0,5.71,8.08,25.5,0.59,20.68,13.26,488.15,65844.0,3777.0,0.514,0.643,0.776,0.661,0.691
Jornal,JUAZEIRO,BA,3,13.35,6.73,72.76,20.11,5.42,7.59,21.56,0.56,17.27,11.27,476.58,197031.0,10723.0,0.511,0.594,0.796,0.657,0.677
Jornal,PORTO SEGURO,BA,3,11.98,7.28,73.05,19.0,3.48,7.33,19.78,0.56,17.97,11.96,527.04,125914.0,4417.0,0.499,0.572,0.801,0.673,0.676
Jornal,ALMENARA,MG,3,21.8,6.23,73.18,18.3,9.19,9.33,25.31,0.53,15.4,10.85,419.98,38452.0,3565.0,0.37,0.518,0.803,0.636,0.642
Jornal,ARCOS,MG,3,4.94,7.99,77.43,11.8,7.8,0.65,4.34,0.43,8.82,6.35,691.16,36383.0,2855.0,0.536,0.671,0.874,0.717,0.749
Jornal,CARANGOLA,MG,3,10.15,8.96,75.19,15.0,10.32,3.51,10.84,0.48,12.23,8.47,618.24,32065.0,3333.0,0.436,0.573,0.837,0.699,0.695
Jornal,CARATINGA,MG,3,9.55,8.91,75.16,15.1,8.65,4.75,14.04,0.54,15.55,10.17,610.29,84526.0,7372.0,0.451,0.603,0.836,0.697,0.706
Jornal,FORMIGA,MG,3,6.15,9.02,77.43,11.8,9.76,1.25,4.91,0.48,11.35,7.64,746.8,64484.0,6355.0,0.507,0.676,0.874,0.729,0.755
Jornal,LAGOA DA PRATA,MG,3,6.48,8.16,74.89,15.5,6.92,0.8,4.63,0.45,10.09,6.96,707.01,45628.0,3183.0,0.471,0.655,0.832,0.72,0.732
Jornal,LUZ,MG,3,8.07,10.45,75.0,15.3,9.4,1.16,5.62,0.5,12.12,8.0,720.88,17356.0,1644.0,0.461,0.63,0.833,0.723,0.724
Jornal,MARIANA,MG,3,6.51,11.82,77.43,11.8,6.03,3.57,11.72,0.51,13.51,9.41,641.84,53910.0,3271.0,0.595,0.664,0.874,0.705,0.742
Jornal,NOVA ERA,MG,3,6.83,5.34,74.48,16.2,8.77,3.04,13.01,0.47,10.76,7.8,532.58,17450.0,1538.0,0.497,0.639,0.825,0.675,0.709
Jornal,PARACATU,MG,3,7.56,8.57,76.22,13.5,5.5,2.37,9.34,0.51,13.25,8.97,637.8,84327.0,4663.0,0.556,0.685,0.854,0.704,0.744
Jornal,PEDRO LEOPOLDO,MG,3,5.31,10.32,76.33,13.4,7.51,1.99,5.53,0.47,10.62,7.52,721.11,58479.0,4410.0,0.583,0.7,0.856,0.723,0.757
Jornal,SANTOS DUMONT,MG,3,7.26,8.28,75.84,14.1,9.51,3.44,12.75,0.5,12.6,8.84,578.64,46132.0,4403.0,0.553,0.697,0.847,0.688,0.741
Jornal,ANCHIETA,ES,3,6.75,7.98,76.35,12.3,7.29,2.19,10.53,0.46,10.52,7.62,608.42,23799.0,1742.0,0.526,0.654,0.856,0.696,0.73
Jornal,LINHARES,ES,3,9.62,8.91,75.05,14.0,5.83,2.52,10.78,0.52,14.42,10.02,711.38,139823.0,8239.0,0.531,0.63,0.834,0.721,0.724
Jornal,PINHEIROS,ES,3,17.21,5.44,73.96,15.5,8.07,5.24,13.49,0.49,11.69,8.28,509.45,23809.0,1929.0,0.377,0.558,0.816,0.668,0.673
Jornal,SÃO GABRIEL DA PALHA,ES,3,10.57,6.57,75.08,14.0,7.27,5.41,11.49,0.6,20.33,12.29,792.54,31623.0,2316.0,0.445,0.578,0.835,0.739,0.709
Jornal,SÃO MATEUS,ES,3,9.76,8.86,75.55,13.3,5.64,4.59,14.44,0.57,18.74,12.4,699.99,108223.0,6152.0,0.557,0.655,0.843,0.719,0.735
Jornal,ARMAÇÃO DOS BÚZIOS,RJ,3,4.56,11.25,74.44,14.8,5.28,0.11,3.69,0.51,13.09,8.95,851.39,27276.0,1455.0,0.58,0.624,0.824,0.75,0.728
Jornal,ARRAIAL DO CABO,RJ,3,4.55,10.55,73.31,16.5,8.48,1.14,6.93,0.47,10.95,7.94,714.47,27627.0,2350.0,0.627,0.677,0.805,0.722,0.733
Jornal,CAMPOS DOS GOYTACAZES,RJ,3,6.85,10.38,74.82,14.72,8.11,3.67,13.49,0.55,17.38,11.8,682.59,460592.0,37610.0,0.555,0.619,0.83,0.715,0.716
Jornal,CORDEIRO,RJ,3,5.84,9.8,74.54,14.7,9.53,1.12,4.8,0.48,11.33,7.96,724.29,20407.0,1946.0,0.581,0.649,0.826,0.724,0.729
Jornal,MAGÉ,RJ,3,5.86,4.89,74.91,13.34,7.22,4.55,12.19,0.49,11.89,8.25,567.59,226225.0,16420.0,0.545,0.626,0.832,0.685,0.709
Jornal,MESQUITA,RJ,3,3.45,7.56,75.31,13.97,7.71,2.73,9.13,0.47,10.62,7.83,640.37,168234.0,12980.0,0.662,0.678,0.839,0.704,0.737
Jornal,NOVA FRIBURGO,RJ,3,5.03,11.77,75.77,13.21,9.82,0.57,4.08,0.51,12.79,8.62,894.75,181153.0,17887.0,0.55,0.645,0.846,0.758,0.745
Jornal,PORCIÚNCULA,RJ,3,11.51,8.69,73.11,16.8,9.71,9.34,18.05,0.56,19.4,13.12,615.63,17686.0,1725.0,0.472,0.606,0.802,0.698,0.697
Jornal,RIO BONITO,RJ,3,7.89,7.02,74.16,15.2,8.23,2.75,7.94,0.48,11.29,8.08,643.54,54869.0,4574.0,0.525,0.62,0.819,0.705,0.71
Jornal,TRÊS RIOS,RJ,3,5.47,10.37,73.03,16.9,8.63,2.14,9.23,0.52,14.15,9.76,726.83,77133.0,6684.0,0.597,0.656,0.801,0.725,0.725
Jornal,AMERICANA,SP,3,2.74,15.4,77.55,10.77,8.73,0.32,1.39,0.47,10.39,7.32,1161.68,209811.0,18388.0,0.651,0.76,0.876,0.8,0.811
