nome,apenas_digital,blog_site_pag,segmento_principal,caracteristicas,modelo_negocios,proprietario,regiao,uf,cidade,codmun,endereco,link,twitter,facebook,rss,obs,colaborador,email_veiculo,organizacao,funcionarios,periodicidade,jornalismo,fechou
DIÁRIO REGIONAL,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Possui alguma edição impressa",Prestação de serviços,Alicio Capel / Elidio Capel,Sudeste,SP,DIADEMA,3513801,"Avenida Alda, 549 - Centro - Diadema/SP",https://www.diarioregional.com.br/,https://twitter.com/_diarioregional,https://pt-br.facebook.com/diarioregionaloficial/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),orcamento@diarioregional.com.br,,10 a 29 colaboradores,Diário,1,
DIÁRIO REGIONAL,Não tenho certeza,Não,Jornal,Ele não tem outros destaques além do produto principal,,,Sudeste,MG,JUIZ DE FORA,3136702,,https://diarioregionaljf.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,,,,,1,
DIÁRIO UNAIENSE,Sim,Não,Online,"Opinião/colunistas, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Financiamento institucional (ex. Fundações, empresas, etc)",Bruno Donizeti Sartori,Sudeste,MG,UNAÍ,3170404,,https://diariounaiense.com.br,,,,,Estudante,,,1 a 5 colaboradores,Diário,1,
DP ONLINE,Sim,Não,Online,"Blogs, Podcast, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",Alexandre Rands,Nordeste,PE,RECIFE,2611606,"Rua Marquês de Olinda, 133, Bairro do Recife",http://www.diariodepernambuco.com.br/,@DiarioPE,https://www.facebook.com/jornaldiariodepernambuco/,http://www.diariodepernambuco.com.br/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,vandeck.santiago@diariodepernambuco.com.br,,60 a 119 colaboradores,Diário,1,
ECOS DA NOTÍCIA,Não tenho certeza,Não tenho certeza,Online,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real",,LENILDA PEREIRA CAVALCANTE,Norte,AC,RIO BRANCO,1200401,,https://ecosdanoticia.net.br/,https://twitter.com/ecos_da_noticia,https://www.facebook.com/ecosdanoticia/,,,Estudante,contato@ecosdanoticia.com.br,,,Diário,1,
EDITORA TRIBIUNA DE SAO JOSE LTDA,Não,Não,Jornal,Possui alguma edição impressa,Publicidade (outros tipos),Editora Tribiuna de Sao josé LTDA,Sul,PR,SÃO JOSÉ DOS PINHAIS,4125506,,,,,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),tribunadesaojose@yahoo.com.br,,1 a 5 colaboradores,Semanal,1,
EMISSORA SOLEDADENSE DE RADIODIFUSÃO LTDA,Não,Não,Rádio,"Vídeos, Noticiário em tempo real",,,Sul,RS,SOLEDADE,4320800,Rua Venâncio Aires,,,,,,Estudante,,,,Diário,1,
EMISSORAS SUL BRASILEIRAS LTDA,Sim,Não tenho certeza,Rádio,Noticiário em tempo real,,,Sul,RS,HORIZONTINA,4309605,"Rua Sto Angelo,254",,,,,,Estudante,,,6 a 9 colaboradores,Diário,1,
EMPRESA PAULISTA DE RADIODIFUSAO,Não,Não,Rádio,"Opinião/colunistas, Noticiário em tempo real","Publicidade (outros tipos), Prestação de serviços",FRANCISCO FERREIRA DE ASSIS COSMO,Sudeste,SP,REGENTE FEIJÓ,3542404,"R Siqueira Campos, 633 - Bairro Bosque",,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Diário,1,
ENTRE RIOS NOTÍCIAS,Sim,Sim,Online,"Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",FABIO REGIS DE TOLEDO,Nordeste,BA,ENTRE RIOS,2910503,,http://entreriosnoticias.com.br/,,https://www.facebook.com/entreriosnoticiasportal/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),contatoentreriosnoticias@gmail.com,,1 a 5 colaboradores,Diário,1,
ENTREVISTA NEWS,Sim,Não,Online,"Opinião/colunistas, Ele não tem outros destaques além do produto principal","Publicidade gráfica (banners, pop-ups etc.)",,Centro-Oeste,MS,CAMPO GRANDE,5002704,"Rua Padre João Crippa, 2808 bairro São Francisco",http://www.entrevistanews.com.br/,,https://www.facebook.com/JornalEntrevistaNews?_rdc=1&_rdr,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,j_entrevista@terra.com.br,,,Diário,1,
EPTV,Não,Não,Televisão,"Vídeos, Redes sociais, Noticiário em tempo real",Publicidade (outros tipos),EPTV,Sudeste,SP,CAMPINAS,3509502,"Rua Regina Nogueira, 120  Campinas-SP | 13045-900",https://institucional.eptv.com.br/#,https://twitter.com/@eptvoficial,https://www.facebook.com/eptvoficial/,,,Jornalista - editor / repórter / freelancer etc.,,,Mais de 120 colaboradores,Diário,1,
ESPORTEMS,Sim,Não tenho certeza,Rádio,"Vídeos, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Centro-Oeste,MS,CAMPO GRANDE,5002704,,http://www.esportems.com.br/,,https://www.facebook.com/radioesportems,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
EXPRESSO MINUANO COMUNI ASSESSORIA E COMU E REPRESE LTDA,Não,Não,Jornal,"Opinião/colunistas, Possui alguma edição impressa","Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Lieber Fernandes Ferreira  e Antônio Nilson Gomes,Sul,RS,ALEGRETE,4300406,Nossa Senhora do Carmo 220,http://jornalexpressominuano.com.br/,,https://www.facebook.com/ExpressoMinuano/,,,Estudante,jornalismo@minuanors.com,,10 a 29 colaboradores,Semanal,1,
FALA!,Não,Não,Revista,"Opinião/colunistas, Possui alguma edição impressa","Assinatura/paywall, Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Flavia Regina de Avelar Gomes,Sudeste,SP,ANDRADINA,3502101,"RUA EVANDRO BREMBATTI CALVOSO, 1563",,,https://www.facebook.com/ointeriorfala/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),ointeriorfala@gmail.com,,1 a 5 colaboradores,Mensal,1,
FAROL COMUNITÁRIO,Sim,Sim,Online,"Blogs, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Doações diretas, Prestação de serviços, Crowdfunding",Pedro Jorge dos Reis - www.farolcomunitario.com.br,Sudeste,MG,UBERLÂNDIA,3170206,"Rua Tomazinho Rezende, 1180",https://www.farolcomunitario.com.br,https://twitter.com/FarolCom,https://www.facebook.com/FarolComunitario/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),farolcomunitario@gmail.com,,1 a 5 colaboradores,Diário,1,
FATO AMAZÔNICO,Sim,Sim,Online,"Opinião/colunistas, Podcast, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Norte,AM,MANAUS,1302603,"R. Rio Purús, nº 39 - Nossa Sra. das Gracas, Manaus - AM, 69053-020",https://www.fatoamazonico.com/,https://twitter.com/fatoamazonico,https://www.facebook.com/ftamazonico/,,,Estudante,fatoamazonico@gmail.com,,,Diário,1,
FELICIDADE FM+WEB,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Hilmar Kannenberg e Pedro Guilherme Pommer Grassi Kannenberg (https://www.empresascnpj.com/s/empresa/radio-felicidade-fm-ltda/00534187000103),Sul,RS,NOVO HAMBURGO,4313409,"R. Gen. Osório, 1139 - Sala 01A - Hamburgo Velho",http://www.felicidadegospel.com.br/site/,https://twitter.com/felicidadefmweb,https://www.facebook.com/pg/felicidadefmweb/,,,Estudante,,,,Diário,1,
FIQUEM SABENDO,Sim,Não,Online,Ele não tem outros destaques além do produto principal,,,Sudeste,SP,SÃO PAULO,3550308,,http://www.fiquemsabendo.com.br/,https://twitter.com/_fiquemsabendo,https://www.facebook.com/fiquemsabendo/,,,Jornalista - editor / repórter / freelancer etc.,leo@fiquemsabendo.com.br,,1 a 5 colaboradores,Semanal,1,
FM CIDADE 97,Não,Não,Rádio,"Opinião/colunistas, Noticiário em tempo real",Conteúdo patrocinado,Rede MS Integração de Rádio e Televisão,Centro-Oeste,MS,CAMPO GRANDE,5002704,"Rua José de Freitas Guimarães, 433 – Vila Antônio Vendas",http://cidade97.com.br/,,https://www.facebook.com/RedeMSdeRadio/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,fm97@redems.com.br,,30 a 59 colaboradores,Diário,1,
FM CULTURA,Não,Não,Rádio,Redes sociais,"Financiamento institucional (ex. Fundações, empresas, etc)",Governo do Estado do Rio Grande do Sul https://pt.wikipedia.org/wiki/FM_Cultura_(Porto_Alegre),Sul,RS,PORTO ALEGRE,4314902,"Rua Corrêa Lima, 2118 - Santa Tereza",http://www.fmcultura.com.br/inicial,https://twitter.com/FM_Cultura,,http://www.fundacaopiratini.rs.gov.br/rss.php,,Estudante,,,,Diário,1,
FM UNIVERSITÁRIA,Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Universidade Federal do Piauí,Nordeste,PI,TERESINA,2211001,Campus Universitário Ministro Petrônio Portella - Ininga,http://ufpi.br/radioufpi,https://twitter.com/fmufpi,https://www.facebook.com/RadioFmUniversitaria967/,,,Assessor / analista de imprensa ou comunicação,,,10 a 29 colaboradores,Diário,1,
FOCO REGIONAL,Não,Não,Jornal,"Blogs, Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa",Assinatura/paywall,,Sudeste,RJ,VOLTA REDONDA,3306305,"Rua 3, número 336/202 - Lot. Vista Bela Água Limpa Volta Redonda",http://www.focoregional.com.br/,https://twitter.com/focoregional,https://www.facebook.com/focoregional/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,jornalismo@focoregional.com.br,,,Diário,1,
FOCUS,Sim,Sim,Online,"Blogs, Opinião/colunistas, Vídeos, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado, Doações diretas, Financiamento por projeto",Fábio Campos,Nordeste,CE,FORTALEZA,2304400,Av Virgílio Távora 866 B,https://www.focus.jor.br,,,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),focus@focus.jor.br,,10 a 29 colaboradores,Diário,1,
FOLHA CERRADO OLINE,Não,Não,Online,"Opinião/colunistas, Noticiário em tempo real",Publicidade (outros tipos),Carlos Airton Rocha,Nordeste,MA,BALSAS,2101400,"Rua Cassimiro de Abreu, 137, Centro",http://www.folhadocerrado.com/,@Gcerrado,https://www.facebook.com/galinhodocerrado.balsas,http://www.folhadocerrado.com/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@folhadocerrado.com,,1 a 5 colaboradores,Diário,1,
FOLHA CURITIBANA,Não,Não tenho certeza,Jornal,"Blogs, Redes sociais, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",,Sul,PR,CURITIBA,4106902,,http://www.folhacuritibana.com.br/,,https://www.facebook.com/folhacuritibana/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,jornalfolhacuritibana@gmail.com,,1 a 5 colaboradores,Mensal,1,
FOLHA DA MANHÃ,Não,Não,Jornal,Ele não tem outros destaques além do produto principal,,,Sudeste,MG,PASSOS,3147907,,http://clicfolha.com.br/home,,,,,Jornalista - editor / repórter / freelancer etc.,,,,,1,
FOLHA DA MANHÃ,Não,Não,Online,Redes sociais,Conteúdo patrocinado,Aluysio Cardoso Barbosa - http://www.folha1.com.br/index.php?id=/expediente/index.php,Sudeste,RJ,CAMPOS DOS GOYTACAZES,3301009,"R. Carlos Lacerda, 75 - Centro, Campos dos Goytacazes - RJ, 28010-241",http://www.folha1.com.br,https://twitter.com/Folha1_,https://www.facebook.com/folhaum/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,folha1@fmanha.com.br,,10 a 29 colaboradores,Diário,1,
FOLHA DA REGIÃO,Não,Não,Jornal,Possui alguma edição impressa,"Assinatura/paywall, Financiamento institucional (ex. Fundações, empresas, etc)",BRUNA SILVA ARANTES SAVEGNAGO,Sudeste,SP,OLÍMPIA,3533908,"Rua David de Oliveira, nº 1255, Centro",http://www.ifolha.com.br/,,https://www.facebook.com/ifolhaolimpia/,,,Jornalista - editor / repórter / freelancer etc.,,,1 a 5 colaboradores,Semanal,1,
FOLHA DAS VERTENTES,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Possui alguma edição impressa",,,Sudeste,MG,SÃO JOÃO DEL REI,3162500,"Rua Ministro Gabriel Passos, 334/203, Centro",http://folhadasvertentes.com,,https://www.facebook.com/FolhadasVertentes/,,,,contato@folhadasvertentes.com.br,,,,1,
FOLHA DE BOA VISTA,Não,Não,Jornal,"Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)",Ana Paula Araújo de Souza Cruz,Norte,RR,BOA VISTA,1400100,"RUA LOBO DALMADA, 21, SÃO FRANCISCO",https://folhabv.com.br,,https://www.facebook.com/folhabv/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,fale@folhabv.com.br,,60 a 119 colaboradores,Diário,1,
FOLHA DE CAMPO GRANDE,Não tenho certeza,Não,Online,Noticiário em tempo real,"Publicidade (outros tipos), Financiamento institucional (ex. Fundações, empresas, etc)",,Centro-Oeste,MS,CAMPO GRANDE,5002704,"Av. Julio de Castilho,1100  Sala 11  Vila Sobrinho",http://www.folhacg.com.br/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,folhadecampogrande@yahoo.com.br,,1 a 5 colaboradores,Diário,1,
FOLHA DE CAMPO LARGO,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",DANIELLI ARTIGAS DE OLIVEIRA FUCK,Sul,PR,CAMPO LARGO,4104204,"Rua Gonçalves Dias, 1127 - Centro, Campo Largo",https://www.folhadecampolargo.com.br,,https://facebook.com/folhadecampolargo,,,Jornalista - editor / repórter / freelancer etc.,jornal@folhadecampolargo.com.br,,6 a 9 colaboradores,Semanal,1,
FOLHA DE CONTAGEM,Não,Não,Jornal,Possui alguma edição impressa,"Assinatura/paywall, Publicidade (outros tipos)",Ciro Carpentieri,Sudeste,MG,CONTAGEM,3118601,"Avenida Joao Cesar de Oliveira,   2771 – Sl. 204 – CEP 32.315-000 – Eldorado – Contagem – MG",http://www.jornalofolha.com.br/,,https://www.facebook.com/Jornal-Folha-de-Contagem-115271385231552/,,,Jornalista - editor / repórter / freelancer etc.,contato@jornalofolha.com.br,,,Mensal,1,
FOLHA DE GUANHÃES,Não,Não,Online,"Newsletters, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,MG,GUANHÃES,3128006,"Praça Néria Coelho Guimarães, 40 Guanhães, CEP.: 39740-000 Minas Gerais - Brasil",http://www.folhadeguanhaes.com.br/index.php,https://twitter.com/folhadeguanhaes,https://www.facebook.com/FolhaDeGuanhaes/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,comercial@folhadeguanhaes.com.br,,,Sem periodicidade definida,1,
FOLHA DE PERNAMBUCO,Não,Não,Jornal,"Blogs, Opinião/colunistas, Podcast, Newsletters, Vídeos, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Grupo EQM (www.folhape.com.br),Nordeste,PE,RECIFE,2611606,"Av. Marquês de Olinda, 105, Bairro do Recife",http://www.folhape.com.br,http://twitter.com/@folhape,http://facebook.com/@folhape,http://www.folhape.com.br/folhape/rss.aspx,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),redacao@folhape.com.br,,60 a 119 colaboradores,Diário,1,
FOLHA DE SABARÁ,Não tenho certeza,Não,Online,Ele não tem outros destaques além do produto principal,,,Sudeste,MG,SABARÁ,3156700,,http://www.folhadesabara.com.br/home,,https://www.facebook.com/folhadesabara/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@folhadesabara.com.br,,,,1,
FOLHA DE SOLEDADE,Sim,Não,Jornal,"Newsletters, Redes sociais",,,Sul,RS,SOLEDADE,4320800,Av. Maurício Cardoso 717,http://www.folhadesoledade.com.br,,,,,Estudante,,,10 a 29 colaboradores,Semanal,1,
FOLHA DE TAMANDARÉ,Sim,Sim,Online,"Blogs, Opinião/colunistas, Noticiário em tempo real",,,Sul,PR,CURITIBA,4106902,"Rua Rolândia, 70 - Estribo Ahú, Curitiba-PR Cep.: 82560-110",http://folhadetamandare.com.br/politicas/vereador-stival-defende-o-aumento-do-iptu-e-explica-o-porque,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,folhadetamandare@folhadetamandare.com.br,,,Semanal,1,
FOLHA DE TAMBAÚ,Não,Não,Jornal,"Blogs, Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado, Prestação de serviços, Financiamento institucional (ex. Fundações, empresas, etc)",Atualmente é de propriedade do jornalista e sociólogo José Edson de Carvalho Martinelli.,Sudeste,SP,TAMBAÚ,3553302,"Rua Cel. José Bitencourt, 158 – Centro",https://jornalotambau.com.br,https://www.instagram.com/explore/locations/149865282044155/jornal-o-tambau/,https://www.facebook.com/Jornal-O-Tamba%C3%BA-149865282044155/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,jornalfolhatambau@gmail.com,,6 a 9 colaboradores,Diário,1,
FOLHA DE UNAÍ,Não,Não,Jornal,"Opinião/colunistas, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado, Financiamento institucional (ex. Fundações, empresas, etc)",André Oliveira,Sudeste,MG,UNAÍ,3170404,,http://folhadeunai.com.br,,,,,Leitor / entusiasta de jornalismo / consumidor de notícia,folhadeunai@hotmail.com,,1 a 5 colaboradores,Mensal,1,
FOLHA DE VILHENA,Não,Não,Jornal,"Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",Osias Labajos,Norte,RO,VILHENA,1100304,"Rua Antônio Crispim (Rua 735), 418 – Bairro Bodanese – Vilhena (RO)",https://www.folhadevilhena.com.br/,,https://www.facebook.com/jornal.folhadevilhena/,,,Estudante,fv@folhadevilhena.com.br,,,Diário,1,
FOLHA DO BATEL,Não,Não,Jornal,"Blogs, Newsletters, Redes sociais, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)","Filiado a AJBC (Associação dos Jornais de Bairro de Curitiba) 
http://www.jornalfolhadobatel.com.br/quem-somos/",Sul,PR,CURITIBA,4106902,"Rua Paulo Gorski, 1818 – Ecoville",http://www.jornalfolhadobatel.com.br/,https://twitter.com/FolhadoBatel?lang=pt-br,https://www.facebook.com/Jornal-Folha-do-Batel-283426241694794/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@jornalfolhadobatel.com.br,,1 a 5 colaboradores,Mensal,1,
FOLHA DO ESTADO BRASIL,Não tenho certeza,Não,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade (outros tipos), Financiamento institucional (ex. Fundações, empresas, etc)",Grupo Folha do Estado Brasil Ltda. CNPJ: 12.522.190/0001-96,Centro-Oeste,MS,CAMPO GRANDE,5002704,"Rua Antonio Garcia de Freitas, 270 – Oliveira I(sucursal - sede é em Brasília)",http://www.folhabr7.com.br/site/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,folhabr7@gmail.com,,,Diário,1,
FOLHA DO LITORAL,Não,Não,Jornal,Blogs,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Grupo Murliki de Comunicação (http://afolhadolitoral.com.br/),Sul,RS,CAPÃO DA CANOA,4304630,"Rua Dom Luiz Guanella, 2313",http://afolhadolitoral.com.br/,https://twitter.com/Litoral_afolha,https://www.facebook.com/afolhadolitoral/,,,Estudante,redacao@afolhadolitoral.com.br,,,Semanal,1,
FOLHA DO LITORAL NEWS,Não,Não,Jornal,"Opinião/colunistas, Newsletters, Vídeos, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",,Sul,PR,PARANAGUÁ,4118204,"Rua Rodrigues Alves, 747 - centro",,https://twitter.com/_folhadolitoral,https://facebook.com/folhadolitoralnews,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),comercial@folhadolitoral.com.br,,30 a 59 colaboradores,Diário,1,
FOLHA DO NOROESTE,Não,Não,Jornal,Opinião/colunistas,,,Sul,RS,FREDERICO WESTPHALEN,4308508,"Rua 21 de Abril,75",https://www.folhadonoroeste.com.br/,https://twitter.com/jornalfn,https://www.facebook.com/jornalfn/,,,Estudante,,,10 a 29 colaboradores,Semanal,1,
FOLHA DO SUL DE MG,Sim,Sim,Online,Ele não tem outros destaques além do produto principal,,Paulo César Pereira,Sudeste,MG,TRÊS CORAÇÕES,3169307,,https://folhadosulmg.blogspot.com/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,blogfolhadosulmg@gmail.com,,,Diário,1,
FOLHA DO TAQUARAL,Não,Não,Jornal,"Opinião/colunistas, Possui alguma edição impressa",Publicidade (outros tipos),Editora Folha do Taquaral LTDA,Sudeste,SP,CAMPINAS,3509502,"Rua prof. João Brenn, 30 Taquaral",http://folha-do-taquaral.blogspot.com,,FolhadoTaquaral,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),comercial@folhadotaquaral.com.br,,Um colaborador (operação individual/blog),Mensal,1,
FOLHA DO TOCANTINS,Sim,Não,Online,"Blogs, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",Romilton Barbosa Pereira,Norte,TO,GURUPI,1709500,,http://www.folhadotocantins.com.br/,,https://www.facebook.com/folhadotocantins/,,,Estudante,,,,Diário,1,
FOLHA DO TRÓLEBUS,Não,Não,Jornal,Possui alguma edição impressa,Prestação de serviços,Alicio Capel / Elidio Capel,Sudeste,SP,DIADEMA,3513801,"Avenida Alda, 549 - Centro - Diadema/SP",https://www.diarioregional.com.br/,https://twitter.com/_diarioregional,https://pt-br.facebook.com/diarioregionaloficial/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),orcamento@diarioregional.com.br,,10 a 29 colaboradores,Semanal,1,
FOLHA ESPUMONENSE,Não,Não,Jornal,Redes sociais,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Prestação de serviços",Delair Francisco Koch (http://portfoliodemidia.meioemensagem.com.br/portfolio/midia/FOLHA+ESPUMOSENSE/14546/home),Sul,RS,ESPUMOSO,4307500,"Avenida Duque de Caxias, 415, Centro",http://www.espumoso.net/,,https://www.facebook.com/pg/folhaespumosense,,,Estudante,folha@espumoso.com.br,,,Semanal,1,
FOLHA GIRUENSE,Não,Não tenho certeza,Jornal,Opinião/colunistas,,,Sul,RS,GIRUÁ,4309001,,,,https://facebook.com/@JornalFolhaGiruaense,,,Estudante,,,6 a 9 colaboradores,Semanal,1,
FOLHA MACHADENSE,Não,Não,Jornal,Ele não tem outros destaques além do produto principal,,,Sudeste,MG,MACHADO,3139003,"Av. Ricardo Annoni Filho, 240 1º piso - Bairro Alvorada",https://folhamachadense.com.br/contato/,,,,,Estudante,redacaofm@gmail.com,,,Semanal,1,
FOLHA POPULAR,Não,Não,Jornal,"Vídeos, Redes sociais, Possui alguma edição impressa","Assinatura/paywall, Publicidade nativa (conteúdo jornalístico pago)",Folha de Teutonia Grafica e Editora Jornalistica LTDA (https://www.empresascnpj.com/s/empresa/folha-de-teutonia-grafica-e-editora-jornalistica-ltda/90240235000143),Sul,RS,TEUTÔNIA,4321451,"Senhor dos Passos, 441 (70,21 km) 95890000",http://folhapopular.info/,https://twitter.com/folha_popular,https://www.facebook.com/folhapopularonline/,,,Estudante,jornal@popularnet.com.br,,,"Terça, quinta e sábado",1,
FUNDACAO CULTURAL DE ARATIBA (RÁDIO ARATIBA),Não,Não,Rádio,"Opinião/colunistas, Newsletters","Publicidade (outros tipos), Conteúdo patrocinado","Veículo ligado a Diocese de Erechim, a Rádio Aratiba tem como Diretor o Padre  Dirceu Balestrin",Sul,RS,ARATIBA,4300901,"Rua 15 de Novembro, 336 Aratiba-RS – CEP 99770-000",https://radioaratiba.com.br/,,https://www.facebook.com/radioaratiba/,,,Estudante,am.900@hotmail.com,,10 a 29 colaboradores,Diário,1,
FUNDACAO TELEVISAO E RADIO CULTURA DO AMAZONAS,Não,Não,Televisão,"Podcast, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade (outros tipos), Doações diretas, Prestação de serviços, Financiamento institucional (ex. Fundações, empresas, etc)",Governo do Estado do Amazonas,Norte,AM,MANAUS,1302603,"R Barcelos, - Presidente Vargas - Manaus, AM - CEP: 69025-060",http://www.tvcultura.am.gov.br,https://twitter.com/tvculturaam,https://www.facebook.com/tvculturaam/,,,Estudante,,,,Diário,1,
FUNDAÇÃO BOM JESUS DE RADIO E TELEVISÃO,Não,Não,Rádio,Podcast,,,Sudeste,SP,PINDAMONHANGABA,3538006,"R Montecello, 86 Pindamonhangaba - SP",,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
FUNDAÇÃO CULTURAL EDUCACIONAL DE SERTAOZINHO,Não,Não,Televisão,"Blogs, Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",,Sudeste,SP,SERTÃOZINHO,3551702,"Rua Jordão Borghetti, 1.472  Bairro Jardim Sumaré  Sertãozinho-SP",http://stztv.org.br/,,,https://www.youtube.com/channel/UCyq7AB6gVSZky02tv1AYDEg?nohtml5=False,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@stztv.org.br,,10 a 29 colaboradores,Bisemanal,1,
FUNDAÇÃO DOM EDILBERTO DINKELBORG,Sim,Sim,Online,Redes sociais,"Financiamento institucional (ex. Fundações, empresas, etc)",,Nordeste,PI,OEIRAS,2207009,"RUA COSTA E SILVA 561, BAIRRO OEIRAS NOVA",http://www.funded.org.br,,,,,Leitor / entusiasta de jornalismo / consumidor de notícia,joaofunded@yahoo.com.br,,1 a 5 colaboradores,Diário,0,
FUNDAÇÃO MONSENHOR VITOR BATTISTELLA,Sim,Sim,Rádio,Noticiário em tempo real,,,Sul,RS,FREDERICO WESTPHALEN,4308508,"Rua Ten Lira, 950",,,https://facebook.com/@Fundacao Monsenhor Vitor Battistella,,,Estudante,,,6 a 9 colaboradores,Diário,1,
